Gene	sgRNA	eff
PGBD1	s_41470	0.995
PGBD1	s_41471	0.317
PGBD1	s_41472	1
CEACAM3	s_11073	1
CEACAM3	s_11074	1
NEK2	s_36672	0.321
NEK2	s_36673	0.353
CASP1	s_9187	0.71
CASP1	s_9188	0.296
CASP1	s_9189	0.808
CASP1	s_9190	0.52
CASP1	s_9191	0.673
CASP1	s_9192	0.66
CASP1	s_9193	0.141
FNDC5	s_21342	0.646
FNDC5	s_21343	1
FNDC5	s_21344	0.988
FNDC5	s_21345	1
TDRKH	s_55997	1
TDRKH	s_55998	0.388
TDRKH	s_55999	0.154
TDRKH	s_56000	0.901
TDRKH	s_56001	0.705
HOXD4	s_25952	0.175
HOXD4	s_25953	0.902
HOXD4	s_25954	0.981
HOXD4	s_25955	0.238
BAI2	s_4912	1
BAI2	s_4913	1
BAI2	s_4914	1
BAI2	s_4915	1
BAI2	s_4916	1
BAI2	s_4917	1
BTRC	s_5991	0.725
BTRC	s_5992	0.478
BTRC	s_5993	0.932
BTRC	s_5994	0.195
CCDC89	s_9868	0.422
CCDC89	s_9869	0.514
MRPL48	s_34769	0.362
MRPL48	s_34770	1
MRPL48	s_34771	0.794
TPI1	s_58531	1
TPI1	s_58532	1
TPI1	s_58533	0.769
TPI1	s_58534	1
TPI1	s_58535	1
MKRN2-AS1	s_34047	0.982
MKRN2-AS1	s_34048	0.838
MKRN2-AS1	s_34049	1
MKRN2-AS1	s_34050	0.326
USHBP1	s_60815	1
USHBP1	s_60816	0.825
USHBP1	s_60817	0.201
DISP2	s_16043	0.685
DISP2	s_16044	0.897
DISP2	s_16045	0.408
DISP2	s_16046	0.447
SHISA3	s_50577	0.584
SHISA3	s_50578	1
SHISA3	s_50579	0.53
SHISA3	s_50580	0.275
SHISA3	s_50581	0.974
SHISA3	s_50582	0.832
TNFSF13B	s_58151	0.229
TNFSF13B	s_58152	1
TNFSF13B	s_58153	1
FOXN3	s_21485	0.812
FOXN3	s_21486	1
FOXN3	s_21487	1
ATP5J2-PTCD1	s_4393	0.521
ATP5J2-PTCD1	s_4394	0.544
INPP5A	s_27544	0.19
INPP5A	s_27545	0.884
INPP5A	s_27546	0.811
PRM2	s_44196	1
PRM2	s_44197	0.162
PRM2	s_44198	0.761
TFAM	s_56215	1
TFAM	s_56216	1
DMRTA2	s_16267	0.948
DMRTA2	s_16268	0.877
DMRTA2	s_16269	0.508
DMRTA2	s_16270	1
DMRTA2	s_16271	0.267
GPR97	s_23896	0.772
GPR97	s_23897	0.503
GPR97	s_23898	0.94
GPR97	s_23899	0.934
CROCC	s_13698	1
CROCC	s_13699	0.49
CROCC	s_13700	0.895
PITPNM3	s_42090	1
PITPNM3	s_42091	0.748
PITPNM3	s_42092	0.818
GBP3	s_22371	0.873
GBP3	s_22372	0.247
GBP3	s_22373	0.947
GBP3	s_22374	0.674
GBP3	s_22375	0.2
NAP1L1	s_36046	0.598
NAP1L1	s_36047	1
NAP1L1	s_36048	1
LLPH	s_31197	0.469
LLPH	s_31198	0.794
10-Mar	s_32820	0.43
10-Mar	s_32821	0.871
10-Mar	s_32822	0.859
10-Mar	s_32823	0.664
R3HDM4	s_45549	0.997
R3HDM4	s_45550	1
R3HDM4	s_45551	0.624
R3HDM4	s_45552	0.517
PDS5B	s_41162	1
PDS5B	s_41163	1
PDS5B	s_41164	1
PDS5B	s_41165	0.208
PIK3CD	s_41951	1
PIK3CD	s_41952	0.598
PIK3CD	s_41953	1
PIK3CD	s_41954	0.712
PIK3CD	s_41955	0.421
PIK3CD	s_41956	0.701
COG3	s_12839	0.972
COG3	s_12840	0.0634
COG3	s_12841	0.901
NFE2L3	s_36853	0.31
NFE2L3	s_36854	0.772
NFE2L3	s_36855	0.552
UGT3A1	s_60539	0.338
UGT3A1	s_60540	1
UGT3A1	s_60541	0.284
UGT3A1	s_60542	0.783
UGT3A1	s_60543	0.79
UGT3A1	s_60544	0.804
UGT3A1	s_60545	1
UGT3A1	s_60546	0.01
UGT3A1	s_60547	0.705
ALKBH2	s_2044	1
ALKBH2	s_2045	0.837
ALKBH2	s_2046	0.705
ALKBH2	s_2047	1
ALKBH2	s_2048	0.312
ALKBH2	s_2049	0.863
DDX47	s_15439	0.548
DDX47	s_15440	0.578
DDX47	s_15441	0.464
DDX47	s_15442	0.616
KIF4A	s_29486	0.626
KIF4A	s_29487	0.824
KIF4A	s_29488	1
KCTD18	s_28901	0.922
KCTD18	s_28902	1
KCTD18	s_28903	0.32
KCTD18	s_28904	0.167
KCTD18	s_28905	0.658
FUT5	s_21793	0.709
FUT5	s_21794	0.585
UTP6	s_61029	0.348
UTP6	s_61030	0.67
UTP6	s_61031	0.624
DHRS13	s_15856	1
DHRS13	s_15857	1
DHRS13	s_15858	0.681
DHRS13	s_15859	1
LPP	s_31446	1
LPP	s_31447	0.466
LPP	s_31448	1
LPP	s_31449	0.888
LPP	s_31450	1
LPP	s_31451	1
PATL1	s_40368	0.637
PATL1	s_40369	0.37
PATL1	s_40370	0.402
PATL1	s_40371	0.623
PRKG1	s_44156	0.0467
PRKG1	s_44157	0.808
SIAH2	s_50663	0.898
SIAH2	s_50664	0.01
SIAH2	s_50665	1
SIAH2	s_50666	1
BACE1	s_4863	0.472
BACE1	s_4864	1
BACE1	s_4868	0.765
BACE1	s_4869	1
KLHDC9	s_29703	0.894
KLHDC9	s_29704	0.924
KLHDC9	s_29705	0.258
KLHDC9	s_29706	0.748
GRXCR2	s_24235	0.54
GRXCR2	s_24236	0.479
GRXCR2	s_24237	1
GRXCR2	s_24238	0.68
PNPO	s_42889	0.676
PNPO	s_42890	0.856
PNPO	s_42891	0.841
PNPO	s_42892	1
HVCN1	s_26448	0.261
HVCN1	s_26449	1
HVCN1	s_26450	0.313
HVCN1	s_26451	0.642
HVCN1	s_26452	0.38
DIAPH1	s_15956	1
DIAPH1	s_15957	0.671
DIAPH1	s_15958	0.838
HTRA2	s_26420	0.618
HTRA2	s_26421	1
HTRA2	s_26422	0.495
ARHGDIG	s_3379	0.876
ARHGDIG	s_3380	0.538
ARHGDIG	s_3381	1
ARHGDIG	s_3382	1
CIAO1	s_11935	1
CIAO1	s_11936	0.642
CIAO1	s_11937	0.378
CIAO1	s_11938	1
CIAO1	s_11939	0.315
CIAO1	s_11940	0.586
SH3RF1	s_50502	1
SH3RF1	s_50503	0.959
SH3RF1	s_50504	1
SH3RF1	s_50505	0.268
E2F4	s_17241	0.559
E2F4	s_17242	0.587
E2F4	s_17243	1
ZBTB33	s_62613	0.714
ZBTB33	s_62614	0.995
CCDC126	s_9519	0.736
CCDC126	s_9520	0.604
CCDC126	s_9521	0.601
MYO18A	s_35712	1
MYO18A	s_35713	0.954
MYO18A	s_35714	0.614
UIMC1	s_60574	0.933
UIMC1	s_60575	0.312
UIMC1	s_60576	1
FCN2	s_20714	1
FCN2	s_20715	1
FCN2	s_20716	1
MTRNR2L7	s_35328	0.528
MTRNR2L7	s_35329	0.97
PDLIM1	s_41116	0.857
PDLIM1	s_41117	1
PDLIM1	s_41118	0.395
PDLIM1	s_41119	0.628
MAGEA1	s_32368	1
MAGEA1	s_32369	1
CLK3	s_12354	0.867
CLK3	s_12355	1
TEN1	s_56080	1
TEN1	s_56081	1
TEN1	s_56082	1
TEN1	s_56083	1
HAO2	s_24692	1
HAO2	s_24693	0.98
HAO2	s_24694	0.923
HAO2	s_24695	0.298
HAO2	s_24696	0.68
GLRX2	s_23050	0.249
GLRX2	s_23051	1
C1orf43	s_7296	0.922
C1orf43	s_7297	0.55
C1orf43	s_7298	0.616
C1orf43	s_7299	0.806
C1orf43	s_7300	1
C1orf43	s_7301	0.888
C1orf43	s_7302	0.929
PRAMEF13	s_43833	1
PRAMEF13	s_43834	1
STRN4	s_54540	0.0523
STRN4	s_54541	0.92
STRN4	s_54542	0.931
STRN4	s_54543	0.77
MOSPD1	s_34430	0.739
MOSPD1	s_34431	0.244
MOSPD1	s_34432	0.786
KIF21B	s_29436	0.748
KIF21B	s_29437	0.78
KIF21B	s_29438	1
KIF21B	s_29439	0.477
OR2M2	s_39084	0.01
OR2M2	s_39085	0.299
OR2M2	s_39086	1
OR52R1	s_39322	0.995
OR52R1	s_39323	0.851
SPAG7	s_53267	0.247
SPAG7	s_53268	1
SPAG7	s_53269	1
NDEL1	s_36365	0.814
NDEL1	s_36366	0.234
NDEL1	s_36367	0.597
NDEL1	s_36368	0.473
C6orf141	s_8134	1
C6orf141	s_8135	1
OLFML2B	s_38729	1
OLFML2B	s_38730	1
OLFML2B	s_38731	1
OLFML2B	s_38732	0.74
OLFML2B	s_38733	0.42
ZNF193	s_63417	1
ZNF193	s_63418	1
ZNF193	s_63419	0.618
ZNF193	s_63420	0.64
ARHGAP4	s_3346	0.671
ARHGAP4	s_3347	0.765
ARHGAP4	s_3348	0.33
ARHGAP4	s_3349	1
DOK3	s_16646	1
DOK3	s_16647	0.649
DOK3	s_16648	0.97
DOK3	s_16649	0.628
DOK3	s_16650	1
RXFP1	s_48755	0.714
RXFP1	s_48756	1
RXFP1	s_48757	0.275
CDC14B	s_10580	0.696
CDC14B	s_10581	1
CDC14B	s_10582	0.316
CDC14B	s_10583	0.591
PGF	s_41486	1
PGF	s_41487	1
PGF	s_41488	1
GJB4	s_22881	0.326
GJB4	s_22882	1
GJB4	s_22883	1
PRKAR1B	s_44088	0.618
PRKAR1B	s_44089	1
PRKAR1B	s_44090	1
PRKAR1B	s_44091	0.376
CHEK1	s_11627	0.584
CHEK1	s_11628	0.492
CHEK1	s_11629	1
CHEK1	s_11630	1
RCVRN	s_46642	0.493
RCVRN	s_46643	1
RCVRN	s_46644	1
RCVRN	s_46645	0.44
SLC5A4	s_52089	1
SLC5A4	s_52090	0.77
SLC5A4	s_52091	0.476
SLC5A4	s_52092	0.645
HTR5A	s_26404	0.894
HTR5A	s_26405	1
HTR5A	s_26406	1
HTR5A	s_26407	0.589
UFM1	s_60435	1
UFM1	s_60436	0.492
FAM154B	s_19485	0.297
FAM154B	s_19486	1
FAM154B	s_19487	0.922
FAM154B	s_19488	1
CAPN9	s_9053	1
CAPN9	s_9054	0.692
CAPN9	s_9055	0.376
CAPN9	s_9056	0.587
ANKRD53	s_2605	1
ANKRD53	s_2606	0.394
ANKRD53	s_2607	1
ANKRD53	s_2608	1
ANKRD53	s_2609	0.501
ANKRD53	s_2610	1
MACC1	s_32300	1
MACC1	s_32301	0.674
MACC1	s_32302	0.945
RAB11A	s_45559	0.798
RAB11A	s_45560	0.672
RAB11A	s_45561	0.682
FAM71B	s_20103	0.934
FAM71B	s_20104	1
FAM71B	s_20105	0.5
FAM71B	s_20106	0.573
SESTD1	s_50086	0.705
SESTD1	s_50087	1
SESTD1	s_50088	0.613
EIF4A3	s_17839	0.958
EIF4A3	s_17840	1
EIF4A3	s_17841	0.703
EIF4A3	s_17842	1
GPR183	s_23800	0.972
GPR183	s_23801	1
SLC35F5	s_51777	0.801
SLC35F5	s_51778	0.93
LRRC4	s_31720	1
LRRC4	s_31721	1
MYH2	s_35605	0.848
MYH2	s_35606	0.576
MYH2	s_35607	1
GAL	s_22072	0.839
GAL	s_22073	1
GAL	s_22074	0.934
GAL	s_22075	0.418
DSCR6	s_16901	1
DSCR6	s_16902	0.411
DSCR6	s_16903	0.398
LRRTM2	s_31889	0.958
LRRTM2	s_31890	0.225
MPHOSPH9	s_34486	0.78
MPHOSPH9	s_34487	0.206
MPHOSPH9	s_34488	1
DPPA5	s_16773	1
DPPA5	s_16774	0.694
DPPA5	s_16775	0.9
SPINT3	s_53579	0.811
SPINT3	s_53580	1
SPINT3	s_53581	0.542
SPINT3	s_53582	1
CD8B	s_10540	0.457
CD8B	s_10541	1
CD8B	s_10542	0.343
MTMR7	s_35281	0.588
MTMR7	s_35282	0.589
MTMR7	s_35283	1
CPVL	s_13458	0.472
CPVL	s_13459	0.331
CPVL	s_13460	0.825
CD3E	s_10411	0.918
CD3E	s_10412	0.218
MIER2	s_33935	0.491
MIER2	s_33936	0.379
MIER2	s_33937	0.905
MIER2	s_33938	1
GINS1	s_22815	0.583
GINS1	s_22816	0.687
PDXDC1	s_41175	0.538
PDXDC1	s_41176	1
PTPRO	s_45231	0.105
PTPRO	s_45232	0.336
PTPRO	s_45233	0.179
GBX1	s_22393	0.823
GBX1	s_22394	0.913
GBX1	s_22395	0.875
GBX1	s_22396	0.924
RP11-173D9.3	s_47905	0.669
RP11-173D9.3	s_47906	0.451
RP11-173D9.3	s_47907	0.508
RP11-173D9.3	s_47908	0.651
RP11-173D9.3	s_47909	0.665
RP11-173D9.3	s_47910	0.157
RP11-173D9.3	s_47911	0.16
RP11-173D9.3	s_47912	0.528
FSCN3	s_21675	0.884
FSCN3	s_21676	0.709
FSCN3	s_21677	0.515
FSCN3	s_21678	0.525
MCM6	s_33173	0.297
MCM6	s_33174	0.532
MCM6	s_33175	0.434
MCM6	s_33176	0.569
MCM6	s_33177	1
MCM6	s_33178	0.711
ACAT1	s_555	1
ACAT1	s_556	1
ACAT1	s_557	0.736
ACAT1	s_558	0.388
MED24	s_33388	0.592
MED24	s_33389	0.357
MED24	s_33390	0.615
MED24	s_33391	0.869
MED24	s_33392	0.637
VPS37B	s_61384	0.705
VPS37B	s_61385	1
VPS37B	s_61386	0.543
MYO1C	s_35727	0.735
MYO1C	s_35728	0.558
MYO1C	s_35729	0.861
MYO1C	s_35730	0.996
CCDC148	s_9577	0.39
CCDC148	s_9578	0.612
CCDC148	s_9579	0.243
CCDC148	s_9580	0.946
CCDC148	s_9581	0.0833
CCDC148	s_9582	0.686
TMEM71	s_57774	0.659
TMEM71	s_57775	0.835
TMEM71	s_57776	1
TMEM71	s_57777	1
MMP13	s_34195	0.635
MMP13	s_34196	0.442
MMP13	s_34197	0.83
CCNK	s_10085	0.45
CCNK	s_10086	0.67
CCNK	s_10087	0.918
CCNK	s_10088	0.487
SCN2B	s_49331	0.415
SCN2B	s_49332	0.622
SCN2B	s_49333	0.574
SCN2B	s_49334	0.494
TOMM20	s_58317	1
TOMM20	s_58318	0.999
TOMM20	s_58319	0.352
C17orf112	s_6728	1
C17orf112	s_6729	0.753
C17orf112	s_6730	0.585
C17orf112	s_6731	1
HTATIP2	s_26340	0.678
HTATIP2	s_26341	1
HTATIP2	s_26342	0.295
HTATIP2	s_26343	1
HTATIP2	s_26344	0.948
NDOR1	s_36384	0.0106
NDOR1	s_36385	0.794
NDOR1	s_36386	1
WISP1	s_62015	0.653
WISP1	s_62016	0.428
WISP1	s_62017	1
WISP1	s_62018	0.359
WISP1	s_62019	1
WISP1	s_62020	0.666
WISP1	s_62021	0.393
WISP1	s_62022	0.166
MORN2	s_34413	0.509
MORN2	s_34414	0.0339
MORN2	s_34415	0.718
MORN2	s_34416	0.823
MORN2	s_34417	0.36
GMFB	s_23155	0.947
GMFB	s_23156	0.101
QPCTL	s_45484	0.137
QPCTL	s_45485	1
QPCTL	s_45486	1
QPCTL	s_45487	0.296
RHOC	s_47216	0.01
RHOC	s_47217	0.767
RHOC	s_47218	0.345
RHOC	s_47219	0.917
CXADR	s_14381	0.557
CXADR	s_14382	1
CXADR	s_14383	1
CXADR	s_14384	0.765
PTGER2	s_44975	0.385
PTGER2	s_44976	0.838
PTGER2	s_44977	0.751
PTGER2	s_44978	0.562
HDHD2	s_24945	0.909
HDHD2	s_24946	0.298
HDHD2	s_24947	1
JAZF1	s_28270	1
JAZF1	s_28271	0.867
JAZF1	s_28272	0.443
COPS7B	s_13108	0.182
COPS7B	s_13109	1
WDR11	s_61650	0.663
WDR11	s_61651	0.48
WDR11	s_61652	0.85
WDR11	s_61653	0.849
CREBZF	s_13578	1
CREBZF	s_13579	0.537
PSMG2	s_44835	0.908
PSMG2	s_44836	0.36
PSMG2	s_44837	0.665
PSMG2	s_44838	0.579
MRTO4	s_34914	0.0137
MRTO4	s_34915	0.652
MRTO4	s_34916	1
FGFBP2	s_20970	0.475
FGFBP2	s_20971	0.969
FGFBP2	s_20972	0.719
TMLHE	s_57885	0.668
TMLHE	s_57886	0.737
TMLHE	s_57887	0.604
ZNF488	s_63998	1
ZNF488	s_63999	0.802
RNF114	s_47521	1
RNF114	s_47522	0.724
RNF114	s_47523	0.803
DYDC2	s_17140	1
DYDC2	s_17141	0.691
DYDC2	s_17142	0.969
DYDC2	s_17143	1
DYDC2	s_17144	0.553
DYDC2	s_17145	0.793
ETFA	s_18798	0.405
ETFA	s_18799	0.292
ETFA	s_18800	0.493
LIPH	s_31149	0.495
LIPH	s_31150	0.337
LIPH	s_31151	0.503
LIPH	s_31152	0.01
LIPH	s_31153	0.437
LIPH	s_31154	0.553
TSPAN13	s_59376	0.662
TSPAN13	s_59377	0.707
TSPAN13	s_59378	0.108
OTUB1	s_39777	0.0591
OTUB1	s_39778	0.773
OTUB1	s_39779	0.374
CNGA1	s_12594	0.122
CNGA1	s_12595	0.834
CNGA1	s_12596	0.989
CNGA1	s_12597	0.6
USP46	s_60944	0.412
USP46	s_60945	0.789
USP46	s_60946	0.326
CTC-360G5.1	s_14081	1
CTC-360G5.1	s_14082	0.19
CTC-360G5.1	s_14083	1
CTC-360G5.1	s_14084	1
LIN28A	s_31094	1
LIN28A	s_31095	1
LIN28A	s_31096	0.499
ZNF791	s_64687	0.3
ZNF791	s_64688	0.256
ZNF791	s_64689	0.522
ZNF791	s_64690	0.551
SLC4A1	s_52001	0.712
SLC4A1	s_52002	0.981
SLC4A1	s_52003	0.863
SYT1	s_55037	0.895
SYT1	s_55038	1
SYT1	s_55039	0.438
SYT1	s_55040	1
ATF3	s_4102	1
ATF3	s_4103	0.856
ATF3	s_4104	1
ATF3	s_4105	0.941
ATF3	s_4106	1
ATF3	s_4107	0.666
ATF3	s_4108	0.971
ATF3	s_4109	0.713
ATF3	s_4110	0.884
PLEKHG3	s_42500	0.819
PLEKHG3	s_42501	0.767
PLEKHG3	s_42502	0.578
UCN	s_60402	1
UCN	s_60403	0.839
UCN	s_60404	0.534
CASP2	s_9207	0.18
CASP2	s_9208	0.707
CASP2	s_9209	0.6
CASP2	s_9210	0.808
CASP2	s_9211	0.956
CASP2	s_9212	1
CASP2	s_9213	0.569
MFAP2	s_33683	0.816
MFAP2	s_33684	0.932
MFAP2	s_33685	0.468
MFAP2	s_33686	0.602
PERP	s_41301	0.388
PERP	s_41302	0.58
PERP	s_41303	1
PERP	s_41304	1
BBX	s_5070	1
BBX	s_5071	0.927
BBX	s_5072	1
NT5M	s_38107	1
NT5M	s_38108	0.932
NT5M	s_38109	0.581
SLC25A32	s_51418	0.0685
SLC25A32	s_51419	0.236
SLC25A32	s_51420	0.786
SLC25A32	s_51421	1
ZNF273	s_63586	0.625
ZNF273	s_63587	1
ZNF273	s_63588	0.379
ZNF273	s_63589	0.817
CCL14	s_9932	0.597
CCL14	s_9933	0.805
CCL14	s_9934	0.873
CCL14	s_9935	1
EFHA1	s_17532	1
EFHA1	s_17533	0.969
EN2	s_18194	0.845
EN2	s_18195	0.984
EN2	s_18196	0.387
EN2	s_18197	1
ZNF711	s_64545	1
ZNF711	s_64546	0.776
ZNF711	s_64547	1
SLC6A7	s_52171	0.511
SLC6A7	s_52172	0.62
SLC6A7	s_52173	1
5-Mar	s_32841	0.998
5-Mar	s_32842	0.816
5-Mar	s_32843	0.658
IRGC	s_27886	0.803
IRGC	s_27887	0.531
FAM123A	s_19357	0.465
FAM123A	s_19358	0.602
FAM123A	s_19359	0.741
FAM123A	s_19360	0.631
FAM123A	s_19361	1
RHBDF1	s_47159	1
RHBDF1	s_47160	0.973
RHBDF1	s_47161	1
RHBDF1	s_47162	0.732
SSSCA1	s_54041	0.41
SSSCA1	s_54042	0.704
NFU1	s_36915	0.792
NFU1	s_36916	0.795
NFU1	s_36917	0.809
NFU1	s_36918	0.439
NFU1	s_36919	0.751
NFU1	s_36920	0.848
NFU1	s_36921	1
NFU1	s_36922	0.394
NFU1	s_36923	0.944
NFU1	s_36924	0.502
TTLL5	s_59713	0.624
TTLL5	s_59714	0.384
TTLL5	s_59715	0.602
TTLL5	s_59716	0.942
CMTM5	s_12547	0.507
CMTM5	s_12548	0.161
CMTM5	s_12549	0.62
CMTM5	s_12550	1
CMTM5	s_12551	0.797
CMTM5	s_12552	0.625
SLC27A1	s_51531	1
SLC27A1	s_51532	1
SLC27A1	s_51533	1
GDF15	s_22525	0.845
GDF15	s_22526	0.946
GDF15	s_22527	0.776
GDF15	s_22528	0.847
HDAC8	s_24916	0.584
HDAC8	s_24917	0.445
HDAC8	s_24918	0.713
HDAC8	s_24919	1
TAF11	s_55223	0.374
TAF11	s_55224	0.979
TAF11	s_55225	0.271
GSK3A	s_24281	0.391
GSK3A	s_24282	0.465
GSK3A	s_24283	0.443
GSK3A	s_24284	0.602
OR11A1	s_38909	0.68
OR11A1	s_38910	1
TUBA1B	s_59768	1
TUBA1B	s_59769	1
TUBA1B	s_59770	0.131
TXNDC11	s_59929	1
TXNDC11	s_59930	0.564
TXNDC11	s_59931	0.676
UNC45B	s_60635	0.616
UNC45B	s_60636	1
UNC45B	s_60637	1
DBR1	s_15055	1
DBR1	s_15056	0.929
DBR1	s_15057	0.968
DBR1	s_15058	0.609
DBR1	s_15059	0.476
ZNF800	s_64704	0.644
ZNF800	s_64705	1
AEBP1	s_1384	0.817
AEBP1	s_1385	1
AEBP1	s_1386	0.938
AEBP1	s_1387	0.715
PARP8	s_40323	1
PARP8	s_40324	0.512
PARP8	s_40325	0.744
PARP8	s_40326	1
PARP8	s_40327	0.559
PARP8	s_40328	1
PRSS42	s_44528	1
PRSS42	s_44529	0.928
PRSS42	s_44530	0.55
PRSS42	s_44531	0.301
SGIP1	s_50299	0.436
SGIP1	s_50300	0.124
AKR1C3	s_1846	0.36
AKR1C3	s_1847	1
AKR1C3	s_1848	0.719
AKR1C3	s_1849	0.863
ZNF559	s_64150	0.882
ZNF559	s_64151	1
ZNF559	s_64152	0.877
DEF8	s_15517	0.822
DEF8	s_15518	1
DEF8	s_15519	0.768
DEF8	s_15520	0.515
DEF8	s_15521	0.962
DEF8	s_15522	0.739
CYP2D6	s_14723	0.668
CYP2D6	s_14724	0.884
CYP2D6	s_14725	1
CYP2D6	s_14726	0.592
LYZL4	s_32258	1
LYZL4	s_32259	0.655
LYZL4	s_32260	0.474
LYZL4	s_32261	0.718
LYZL4	s_32262	0.399
LYZL4	s_32263	0.289
ROR1	s_47863	0.521
ROR1	s_47864	1
FRS2	s_21645	1
FRS2	s_21646	0.259
FRS2	s_21647	0.82
FRS2	s_21648	0.515
ZNF398	s_63819	0.681
ZNF398	s_63820	1
ZNF398	s_63821	1
ZNF398	s_63822	0.233
AC069154.2	s_463	0.407
AC069154.2	s_464	1
FBXO9	s_20622	1
FBXO9	s_20623	0.936
FBXO9	s_20624	0.917
UST	s_60999	0.792
UST	s_61000	0.551
UST	s_61001	0.229
BTG1	s_5938	0.609
BTG1	s_5939	1
BTG1	s_5940	0.5
BTG1	s_5941	1
THBS4	s_56479	0.307
THBS4	s_56480	1
THBS4	s_56481	0.689
THBS4	s_56482	1
ALKBH5	s_2056	0.831
ALKBH5	s_2057	1
ALKBH5	s_2058	0.793
NBPF10	s_36181	1
NBPF10	s_36182	1
NBPF10	s_36183	0.441
NBPF10	s_36184	0.956
ALX1	s_2158	0.562
ALX1	s_2159	0.435
ALX1	s_2160	0.469
ALX1	s_2161	0.356
ZWINT	s_64980	0.695
ZWINT	s_64981	0.951
ZWINT	s_64982	0.835
ZWINT	s_64983	0.785
NLRP8	s_37275	1
NLRP8	s_37276	1
NLRP8	s_37277	0.628
KCNMB2	s_28787	1
KCNMB2	s_28788	0.568
KCNMB2	s_28789	0.856
KCNMB2	s_28790	0.54
KCNMB2	s_28791	0.0151
KCNMB2	s_28792	0.909
GYPA	s_24558	0.01
GYPA	s_24559	0.632
EIF4A1	s_17835	0.68
EIF4A1	s_17836	0.591
TNRC18	s_58267	0.666
TNRC18	s_58268	0.818
TNRC18	s_58269	1
TNRC18	s_58270	0.99
FGD2	s_20862	0.994
FGD2	s_20863	0.727
FGD2	s_20864	0.919
FGD2	s_20865	0.57
ELOVL4	s_18039	0.66
ELOVL4	s_18040	0.14
ELOVL4	s_18041	0.962
MAN1A1	s_32499	0.784
MAN1A1	s_32500	0.999
MAN1A1	s_32501	0.01
PCYT2	s_40824	0.854
PCYT2	s_40825	0.86
PCYT2	s_40826	1
PCYT2	s_40827	0.741
FCGBP	s_20682	1
FCGBP	s_20683	1
FCGBP	s_20684	1
EGR4	s_17669	1
EGR4	s_17670	1
EGR4	s_17671	0.642
EGR4	s_17672	0.889
RRM2B	s_48453	1
RRM2B	s_48454	1
RRM2B	s_48455	0.937
RRM2B	s_48456	0.638
MNDA	s_34283	0.679
MNDA	s_34284	0.906
MNDA	s_34285	0.456
NKX2-2	s_37139	0.64
NKX2-2	s_37140	1
NKX2-2	s_37141	0.769
NKX2-2	s_37142	1
IZUMO1	s_28217	0.576
IZUMO1	s_28218	0.839
IZUMO1	s_28219	0.953
COMMD5	s_13048	0.165
COMMD5	s_13049	1
SYF2	s_54914	0.616
SYF2	s_54915	0.425
SYF2	s_54916	1
SYF2	s_54917	0.99
GPR137	s_23690	0.967
GPR137	s_23691	1
GPR137	s_23692	0.22
GPR137	s_23693	0.657
GPR137	s_23694	1
GLRA1	s_23029	0.865
GLRA1	s_23030	0.994
GPR141	s_23707	0.942
GPR141	s_23708	0.879
WDFY3	s_61629	0.418
WDFY3	s_61630	0.108
WDFY3	s_61631	1
WDFY3	s_61632	0.5
WDFY3	s_61633	0.634
WDFY3	s_61634	0.299
TMED4	s_57024	0.348
TMED4	s_57025	0.772
TMED4	s_57026	0.813
TMED4	s_57027	0.565
MYO1E	s_35734	0.328
MYO1E	s_35735	0.928
GXYLT2	s_24546	0.477
GXYLT2	s_24547	0.566
GXYLT2	s_24548	1
ZNF578	s_64214	1
ZNF578	s_64215	0.596
ZNF578	s_64216	1
ZNF578	s_64217	0.58
SF3B3	s_50183	0.481
SF3B3	s_50184	0.743
SF3B3	s_50185	0.423
RAB39A	s_45695	0.256
RAB39A	s_45696	0.973
RAB39A	s_45697	0.628
RAB39A	s_45698	1
ZNF19	s_63411	1
ZNF19	s_63412	0.751
ZNF19	s_63413	0.724
FARP1	s_20307	0.501
FARP1	s_20308	0.249
FARP1	s_20309	1
FARP1	s_20310	0.926
FARP1	s_20311	0.206
NPPC	s_37703	0.614
NPPC	s_37704	1
NPPC	s_37705	1
NPPC	s_37706	0.977
NPPC	s_37707	0.788
NPPC	s_37708	0.583
MXI1	s_35487	1
MXI1	s_35488	0.842
MXI1	s_35489	1
MXI1	s_35490	1
MXI1	s_35491	0.759
CEP57	s_11309	0.626
CEP57	s_11310	0.905
CEP57	s_11311	1
CEP57	s_11312	0.364
TMEM219	s_57499	0.761
TMEM219	s_57500	1
TMEM219	s_57501	0.0878
TMEM219	s_57502	0.515
FGF3	s_20934	1
FGF3	s_20935	0.79
FGF3	s_20936	0.332
SULT1E1	s_54690	0.752
SULT1E1	s_54691	0.505
SULT1E1	s_54692	0.291
SULT1E1	s_54693	0.751
SULT1E1	s_54694	0.26
UPF3A	s_60700	0.815
UPF3A	s_60701	1
UPF3A	s_60702	1
SLC23A2	s_51294	0.109
SLC23A2	s_51295	1
SLC23A2	s_51296	0.828
FAM83G	s_20191	0.98
FAM83G	s_20192	0.868
FAM83G	s_20193	0.796
FAM83G	s_20194	0.605
CLK4	s_12356	0.263
CLK4	s_12357	0.455
CLK4	s_12358	0.611
CLK4	s_12359	0.768
NT5C1A	s_38072	0.968
NT5C1A	s_38073	0.565
NT5C1A	s_38074	0.893
NT5C1A	s_38075	1
NT5C1A	s_38076	0.817
NT5C1A	s_38077	0.426
AOX1	s_2772	1
AOX1	s_2773	0.703
AOX1	s_2774	0.586
